Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:21:32 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:22:05 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:22:09 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:22:17 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:22:33 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:23:13 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:23:17 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:31:21 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:31:21 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:31:25 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:31:28 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:31:36 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:31:38 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:46:06 COT 2014
Se envió DHCP_OFFFER a: [00-25-11-3F-B0-92] con la IP: [169.254.186.161] || FECHA: Wed Nov 19 15:46:06 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:46:08 COT 2014
Se envió DHCP_OFFFER a: [00-25-11-3F-B0-92] con la IP: [169.254.186.161] || FECHA: Wed Nov 19 15:46:08 COT 2014
Recibido REQUEST de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:46:08 COT 2014
Se envió DHCP_ACK a: [00-25-11-3F-B0-92] con la IP: [169.254.186.161] || FECHA: Wed Nov 19 15:46:08 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:48:11 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:48:14 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:48:22 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:48:37 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:48:45 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:48:48 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:48:56 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:49:11 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:49:44 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:49:48 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:49:56 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:50:12 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:51:59 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:52:03 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:52:08 COT 2014
Se envió DHCP_OFFFER a: [00-16-D3-A1-BD-64] con la IP: [169.254.186.162] || FECHA: Wed Nov 19 15:52:08 COT 2014
Recibido REQUEST de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:52:08 COT 2014
Se envió DHCP_ACK a: [00-16-D3-A1-BD-64] con la IP: [169.254.186.162] || FECHA: Wed Nov 19 15:52:08 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:52:10 COT 2014
